0x417a82,0x28e837c85a82
0x4171f5,0x68526b8b5240
0x417175,0x2e6abae18fc0
0x418502,0x3a62fdd1c500
0x4171ed,0xca016674e800
0x4184b8,0x3a62fdd1ed60
0x41717a,0x68526b8b6400
0x41717a,0x68526b8b6760
0x4184b8,0x3a62fdd201a0
0x41859a,0x3a62fdd208c0
0x41859a,0x3a62fdd20d40
0x418502,0x3a62fdd21180
0x4171b6,0x68526b8b6c00
0x41859a,0x3a62fdd223c0
0x4171ed,0xca016676e800
0x418502,0x3a62fdd23100
0x41859a,0x3a62fdd247c0
0x41859a,0x3a62fdd25300
0x4184b8,0x3a62fdd25720
0x4171ed,0xca016678e800
0x4184b8,0x3a62fdd27220
0x41859a,0x3a62fdd27280
0x417120,0x68526b8b8980
0x41859a,0x3a62fdd298c0
0x41717a,0x68526b8b8fe0
0x4171ed,0xca01667ae800
0x41717a,0x68526b8b9100
0x417100,0xca01667b0f80
0x418502,0x3a62fdd2b380
0x418502,0x3a62fdd2bc80
0x410f2d,0x56ec70407a00
0x418502,0x3a62fdd2d780
0x41713e,0x68526b8b9f80
0x4171ed,0xca01667ce800
0x417100,0xca01667d0f80
0x417198,0x68526b8ba4c0
0x4184b8,0x3a62fdd30fa0
0x4171ed,0xca01667ee800
0x417100,0xca01667f0f80
0x41859a,0x3a62fdd331c0
0x417100,0xca01667f9f80
0x41859a,0x3a62fdd33d00
0x417100,0xca0166810f80
0x418502,0x3a62fdd35100
0x417198,0x68526b8bbd80
0x417100,0xca016680d780
0x4171b6,0x68526b8bbf40
0x417175,0xca016680dfc0
0x4184b8,0x3a62fdd36760
0x418502,0x3a62fdd36c00
0x410f2d,0x56ec70407c40
0x417100,0xca0166819f80
0x4171f5,0x68526b8bc500
0x41859a,0x3a62fdd38980
0x4184b8,0x3a62fdd38fe0
0x410f2d,0x56ec70407cc0
0x4171ed,0xca016682e800
0x4184b8,0x3a62fdd39fa0
0x417100,0xca0166830f80
0x417100,0xca0166834f80
0x417100,0xca0166839f80
0x418502,0x3a62fdd3bf40
0x417175,0xca01668447c0
0x41717a,0x68526b8bdc60
0x4171ed,0xca016684e800
0x4184b8,0x3a62fdd3dc60
0x417100,0xca0166850f80
0x417100,0xca0166854f80
0x417100,0xca0166859f80
0x4171d4,0x68526b8be500
0x417175,0xca01668647c0
0x418502,0x3a62fdd40980
0x4171d4,0x68526b8bebc0
0x4171ed,0xca016686e800
0x41717a,0x68526b8bed40
0x417100,0xca0166870f80
0x417100,0xca0166874f80
0x417100,0xca0166879f80
0x417175,0xca01668847c0
0x417100,0xca016688d780
0x417175,0xca016688dfc0
0x418502,0x3a62fdd45a80
0x417100,0xca0166890f80
0x418502,0x3a62fdd46380
0x4184b8,0x3a62fdd465a0
0x417100,0xca0166894f80
0x41717a,0x68526b8c0180
0x417100,0xca0166899f80
0x418502,0x3a62fdd47a00
0x418502,0x3a62fdd47c40
0x417175,0xca01668a47c0
0x41715c,0x68526b8c08c0
0x4171b6,0x68526b8c0980
0x417100,0xca01668ad780
0x417175,0xca01668adfc0
0x41715c,0x68526b8c0d40
0x417100,0xca01668b0f80
0x417198,0x68526b8c10c0
0x417100,0xca01668b4f80
0x4171f5,0x68526b8c1180
0x417100,0xca01668b9f80
0x4184b8,0x3a62fdd4c1e0
0x417175,0xca01668c47c0
0x4184b8,0x3a62fdd4c660
0x41859a,0x3a62fdd4cd80
0x417104,0x68526b8c1c40
0x417100,0xca01668cd780
0x417175,0xca01668cdfc0
0x417100,0xca01668d0f80
0x417100,0xca01668d4f80
0x417100,0xca01668d9f80
0x41715c,0x68526b8c23c0
0x417198,0x68526b8c2740
0x418502,0xca1ea7a31340
0x41859a,0xca1ea7a31380
0x418502,0xca1ea7a31c40
0x417100,0xca01668ed780
0x417175,0xca01668edfc0
0x41859a,0xca1ea7a32e80
0x417100,0xca01668f0f80
0x4171f5,0x68526b8c3100
0x41859a,0xca1ea7a33540
0x417100,0xca01668f9f80
0x418502,0xca1ea7a34700
0x417175,0xca01669047c0
0x418502,0xca1ea7a35240
0x417100,0xca016690d780
0x4184b8,0xca1ea7a36420
0x417175,0xca016690dfc0
0x417100,0xca0166914f80
0x417100,0xca0166919f80
0x417175,0xca01669247c0
0x41715c,0x68526b8c47c0
0x4184b8,0xca1ea7a39120
0x417100,0xca016692d780
0x417175,0xca016692dfc0
0x417100,0xca0166934f80
0x4171d4,0x68526b8c5100
0x417100,0xca0166939f80
0x41715c,0x68526b8c5300
0x418502,0xca1ea7a3c500
0x417175,0xca01669447c0
0x41717a,0x68526b8c5700
0x4171b6,0x68526b8c5a80
0x4171ed,0xa68d6784e800
0x417100,0xa68d67850f80
0x4184b8,0xca1ea7a3ed60
0x417100,0xa68d67859f80
0x4171b6,0x68526b8c6380
0x4184b8,0xe39d986823e0
0x41713e,0x68526b8c6580
0x4171ed,0xa68d6786e800
0x417100,0xa68d67870f80
0x4184b8,0xe39d986847e0
0x418502,0xe39d98685100
0x4184b8,0xe39d98685320
0x417100,0xa68d67879f80
0x41717a,0x68526b8c7200
0x41715c,0x68526b8c7280
0x41859a,0xe39d98686580
0x4184b8,0xe39d986872a0
0x4171ed,0xa68d6788e800
0x4171b6,0x68526b8c7a00
0x417100,0xa68d67890f80
0x4171b6,0x68526b8c7c40
0x417198,0x68526b8c7cc0
0x418502,0xe39d98688b80
0x417100,0xa68d67899f80
0x4184b8,0xe39d986898e0
0x417175,0xa68d678a47c0
0x4171ed,0xa68d678ae800
0x4171d4,0x68526b8c8b80
0x417100,0xa68d678b0f80
0x41859a,0xe39d9868c1c0
0x41859a,0xe39d9868c640
0x417100,0xa68d678b4f80
0x417100,0xa68d678b9f80
0x417175,0xa68d678c47c0
0x41859a,0xe39d9868e800
0x417100,0xa68d678d0f80
0x41715c,0x68526b8c98c0
0x417100,0xa68d678d9f80
0x418502,0xe39d98690980
0x417100,0xa68d678d4f80
0x41859a,0xe39d98691e00
0x410f2d,0x56ec704098c0
0x417175,0xa68d678e47c0
0x4184b8,0xe39d986931e0
0x417100,0xa68d678ed780
0x417184,0xa68d678edfc8
0x4184b8,0xe39d98693d20
0x417100,0xa68d678f0f80
0x417100,0xa68d678f4f80
0x4171f5,0x68526b8cb380
0x417100,0xa68d678f9f80
0x41859a,0xe39d98694f80
0x417175,0xa68d679047c0
0x417104,0x68526b8cb540
0x417100,0xa68d6790d780
0x417175,0xa68d6790dfc0
0x417100,0xa68d67910f80
0x4171f5,0x68526b8cbc80
0x417100,0xa68d67914f80
0x4184b8,0xe39d986989a0
0x417100,0xa68d67919f80
0x41717a,0x68526b8cc1e0
0x417175,0xa68d679247c0
0x418502,0xe39d9869a4c0
0x41713e,0x68526b8cc640
0x417100,0xa68d6792d780
0x417175,0xa68d6792dfc0
0x417100,0xa68d67930f80
0x418502,0xe39d9869bd80
0x417100,0xa68d67934f80
0x417120,0x68526b8ccd80
0x417100,0xa68d67939f80
0x417175,0xa68d679447c0
0x4171f5,0x68526b8cd780
0x417100,0xa9a7be18d780
0x417175,0xa9a7be18dfc0
0x417100,0xa9a7be194f80
0x417175,0xa9a7be198fc0
0x418502,0xe39d986a10c0
0x417198,0x68526b8cdfc0
0x41859a,0xe39d986a1c40
0x417175,0xa9a7be1a47c0
0x417100,0xa9a7be1ad780
0x417175,0xa9a7be1adfc0
0x418502,0x1a1d91bc7280
0x41713e,0x68526b8ce800
0x417100,0xa9a7be1b4f80
0x417175,0xa9a7be1b8fc0
0x41859a,0x1a1d91bc8b80
0x418502,0x1a1d91bc98c0
0x417100,0xa9a7be1cd780
0x417175,0xa9a7be1cdfc0
0x4184b8,0x1a1d91bcb3a0
0x4184b8,0x1a1d91bcbca0
0x417175,0xa9a7be1d8fc0
0x4184b8,0x1a1d91bcd7a0
0x417100,0xa9a7be1ed780
0x417175,0xa9a7be1edfc0
0x417100,0xa9a7be1f9f80
0x4171d4,0x68526b8d0980
0x417175,0xa9a7be1f8fc0
0x41859a,0x1a1d91bd0980
0x41717a,0x68526b8d0f80
0x417120,0x68526b8d1340
0x4171f5,0x68526b8d13b0
0x418502,0x1a1d91bd31c0
0x41713e,0x68526b8d1e00
0x418502,0x1a1d91bd3d00
0x417120,0x68526b8d1c40
0x4184b8,0x1a1d91bd5120
0x4171ed,0x445201e6e800
0x417104,0x68526b8d25c0
0x4184b8,0x1a1d91bd6c20
0x418502,0x1a1d91bd8980
0x417198,0x68526b8d2e80
0x417104,0x68526b8d2ec0
0x4171ed,0xea892ce800
0x417100,0xea892d0f80
0x41715c,0x68526b8d31c0
0x41859a,0x1a1d91bda4c0
0x417198,0x68526b8d3540
0x417100,0xea892d9f80
0x417100,0x3f30c1279f80
0x41859a,0x1a1d91bdbd80
0x4184b8,0x1a1d91bdbf60
0x417175,0x7ae2181247c0
0x41715c,0x68526b8d3d00
0x417100,0x7ae21812d780
0x417175,0x7ae21812dfc0
0x417100,0x7ae218134f80
0x417100,0x7ae218139f80
0x417120,0x68526b8d4700
0x417175,0x7ae2181447c0
0x4184b8,0x1a1d91be09a0
0x41713e,0x68526b8d4f80
0x417100,0x7ae21814d780
0x41859a,0x1a1d91be10c0
0x417175,0x7ae21814dfc0
0x4171f5,0x68526b8d5100
0x417120,0x68526b8d5240
0x417100,0x7ae218154f80
0x41859a,0x1a1d91be2740
0x417100,0x7ae218159f80
0x417175,0x7ae2181647c0
0x417100,0x7ae21816d780
0x417175,0x7ae21816dfc0
0x4184b8,0x1a1d91be5aa0
0x417100,0x7ae218174f80
0x4171b6,0x68526b8d6400
0x4184b8,0x1a1d91be63a0
0x417175,0x7ae218178fc0
0x41717a,0x68526b8d6740
0x4184b8,0x1a1d91be7a20
0x4184b8,0x1a1d91be7c60
0x41859a,0x1a1d91be7cc0
0x417175,0x7ae2181847c0
0x4171f5,0x68526b8d6c00
0x417100,0x7ae21818d780
0x417175,0x7ae21818dfc0
0x417100,0x7ae218194f80
0x417175,0x7ae218198fc0
0x417175,0x1e119bf18fc0
0x417175,0x1e119bf247c0
0x418502,0x1a1d91becd80
0x41859a,0x1a1d91bedfc0
0x4171ed,0x1e119bf2e800
0x417100,0x1e119bf30f80
0x41715c,0x68526b8d8980
0x41717a,0x68526b8d8fc0
0x418502,0x1a1d91bf1340
0x41859a,0x1a1d91bf1380
0x4171f5,0x68526b8d9120
0x418502,0x1a1d91bf1c40
0x417175,0x759a6b558fc0
0x41859a,0x1a1d91bf2e80
0x41859a,0x1a1d91bf3540
0x41717a,0x68526b8d9f80
0x418502,0x1a1d91bf4700
0x418502,0x1a1d91bf5240
0x417175,0x759a6b578fc0
0x4171d4,0x68526b8da4c0
0x4184b8,0x1a1d91bf6420
0x4171ed,0x759a6b58e800
0x4184b8,0x1a1d91bf9120
0x417175,0x759a6b598fc0
0x418502,0x1a1d91bfc500
0x4171ed,0x759a6b5ae800
0x4171d4,0x68526b8dbd80
0x4171f5,0x68526b8dbf40
0x417175,0x759a6b5b8fc0
0x417120,0x68526b8dc500
0x4184b8,0x1a1d91bfed60
0x4184b8,0x1a1d91c001a0
0x4171ed,0x759a6b5ce800
0x41859a,0x1a1d91c008c0
0x41859a,0x1a1d91c00d40
0x418502,0x1a1d91c01180
0x41859a,0x1a1d91c023c0
0x418502,0x1a1d91c03100
0x41717a,0x68526b8ddc40
0x4171ed,0x759a6b5ee800
0x41859a,0x1a1d91c047c0
0x41859a,0x1a1d91c05300
0x4184b8,0x1a1d91c05720
0x417104,0x68526b8de500
0x4184b8,0xd43cf4b008e0
0x4184b8,0xd43cf4b00d60
0x417104,0x68526b8debc0
0x417175,0x759a6b618fc0
0x4171b6,0x68526b8ded40
0x4171ed,0x759a6b60e800
0x4184b8,0xd43cf4b023e0
0x417100,0x759a6b614f80
0x417100,0x759a6b619f80
0x4184b8,0xd43cf4b047e0
0x418502,0xd43cf4b05100
0x4184b8,0xd43cf4b05320
0x4171ed,0x759a6b62e800
0x417100,0x759a6b630f80
0x41859a,0xd43cf4b06580
0x4171b6,0x68526b8e0180
0x4184b8,0xd43cf4b072a0
0x417198,0x68526b8e08c0
0x4171f5,0x68526b8e0980
0x418502,0xd43cf4b08b80
0x4171ed,0x759a6b64e800
0x417100,0x759a6b650f80
0x417198,0x68526b8e0d40
0x4184b8,0xd43cf4b098e0
0x417100,0x759a6b659f80
0x4171d4,0x68526b8e10c0
0x417120,0x68526b8e1180
0x41859a,0xd43cf4b0c1c0
0x41859a,0xd43cf4b0c640
0x4171ed,0x759a6b66e800
0x417100,0x759a6b670f80
0x41713e,0x68526b8e1c40
0x417100,0x759a6b679f80
0x41859a,0xd43cf4b0e800
0x417198,0x68526b8e23c0
0x4171d4,0x68526b8e2740
0x4171ed,0x759a6b68e800
0x418502,0xd43cf4b10980
0x417100,0x759a6b690f80
0x41859a,0xd43cf4b11e00
0x417100,0x759a6b699f80
0x417120,0x68526b8e3100
0x4184b8,0xd43cf4b131e0
0x417175,0x759a6b6a47c0
0x4184b8,0xd43cf4b13d20
0x4171ed,0x759a6b6ae800
0x417100,0x759a6b6b0f80
0x41859a,0xd43cf4b14f80
0x417100,0x759a6b6b4f80
0x417100,0x759a6b6b9f80
0x417175,0x759a6b6c47c0
0x417198,0x68526b8e47c0
0x4171ed,0x759a6b6ce800
0x4184b8,0xd43cf4b189a0
0x417100,0x759a6b6d0f80
0x417100,0x759a6b6d4f80
0x417100,0x759a6b6d9f80
0x418502,0xd43cf4b1a4c0
0x417104,0x68526b8e5100
0x417198,0x68526b8e5300
0x417175,0x759a6b6e47c0
0x418502,0xd43cf4b1bd80
0x4171b6,0x68526b8e5700
0x4171f5,0x68526b8e5a80
0x417100,0x759a6b6f4f80
0x417175,0x759a6b6f8fc0
0x4171f5,0x68526b8e6380
0x417175,0x759a6b7047c0
0x410f2d,0x56ec7040c1c0
0x41717a,0x68526b8e6580
0x417100,0x759a6b70d780
0x417175,0x759a6b70dfc0
0x417100,0x759a6b710f80
0x418502,0xd43cf4b210c0
0x417100,0x759a6b714f80
0x41859a,0xd43cf4b21c40
0x417100,0x759a6b719f80
0x418502,0xd43cf4b22740
0x4171f5,0x68526b8e7220
0x417198,0x68526b8e7280
0x417175,0x759a6b7247c0
0x417100,0x759a6b72d780
0x417175,0x759a6b72dfc0
0x4171f5,0x68526b8e7a00
0x417100,0x759a6b730f80
0x4171f5,0x68526b8e7c40
0x417100,0x759a6b734f80
0x4171d4,0x68526b8e7cc0
0x417100,0x759a6b739f80
0x417175,0x759a6b7447c0
0x417104,0x68526b8e8b80
0x418502,0xd43cf4b27cc0
0x417175,0x17d3cb298fc0
0x41859a,0xd43cf4b2b540
0x417198,0x68526b8e98c0
0x4184b8,0xd43cf4b2cda0
0x417175,0x17d3cb2b8fc0
0x418502,0xd43cf4b2dfc0
0x417175,0x17d3cb2d8fc0
0x4184b8,0xd43cf4b31360
0x418502,0xd43cf4b31380
0x4184b8,0xd43cf4b31c60
0x41859a,0xd43cf4b325c0
0x418502,0xd43cf4b32e80
0x41859a,0xd43cf4b32ec0
0x417120,0x68526b8eb380
0x418502,0xd43cf4b33540
0x41713e,0x68526b8eb540
0x410f2d,0x56ec7040c640
0x4184b8,0xd43cf4b34720
0x417175,0x17d3cb2f8fc0
0x4184b8,0xd43cf4b35260
0x417120,0x68526b8ebc80
0x41717a,0x68526b8ec1c0
0x4171ed,0x17d3cb30e800
0x41717a,0x68526b8ec640
0x41715c,0x68526b8ecd80
0x4171ed,0x17d3cb32e800
0x417120,0x68526b8ed780
0x4184b8,0xd43cf4b3c520
0x417175,0x17d3cb338fc0
0x417104,0x68526b8edfe0
0x41859a,0xd43cf4b3e500
0x41859a,0xd43cf4b3ebc0
0x4171ed,0x17d3cb34e800
0x41717a,0x68526b8ee800
0x418502,0xd43cf4b408c0
0x418502,0xd43cf4b40d40
0x4184b8,0xd43cf4b411a0
0x418502,0xd43cf4b423c0
0x4184b8,0xd43cf4b43120
0x4171ed,0x17d3cb36e800
0x418502,0xd43cf4b447c0
0x41859a,0xd43cf4b45100
0x418502,0xd43cf4b45300
0x418502,0xd43cf4b47280
0x4171ed,0x17d3cb38e800
0x417100,0xeec1e2639f80
0x417104,0x68526b8f0980
0x41859a,0xd43cf4b48b80
0x417175,0xeec1e26447c0
0x418502,0xd43cf4b498c0
0x4171b6,0x68526b8f0f80
0x417100,0xeec1e264d780
0x417175,0xeec1e264dfc0
0x417100,0xeec1e2650f80
0x41715c,0x68526b8f1340
0x4171d4,0x68526b8f1380
0x4184b8,0xd43cf4b4b3a0
0x417100,0xeec1e2654f80
0x4184b8,0xd43cf4b4bca0
0x417100,0xeec1e2659f80
0x417175,0xeec1e26647c0
0x41715c,0x68526b8f1c40
0x4184b8,0xd43cf4b4d7a0
0x41717a,0x68526b8f1e00
0x417100,0xeec1e266d780
0x417175,0xeec1e266dfc0
0x417100,0xeec1e2670f80
0x417175,0xeec1e2678fc0
0x41717a,0x68526b8f25e0
0x417104,0x68526b8f2ea0
0x41713e,0x68526b8f2ec0
0x41859a,0xd43cf4b50980
0x417175,0xeec1e26847c0
0x417100,0xeec1e268d780
0x417175,0xeec1e268dfc0
0x417198,0x68526b8f31c0
0x417100,0xeec1e2694f80
0x418502,0xd43cf4b531c0
0x417175,0xeec1e2698fc0
0x4171d4,0x68526b8f3540
0x418502,0xd43cf4b53d00
0x410f2d,0x56ec7040cd80
0x417100,0xeec1e26ad780
0x4184b8,0xd43cf4b55120
0x417175,0xeec1e26adfc0
0x417198,0x68526b8f3d00
0x417100,0xeec1e26b4f80
0x4171ed,0xeec1e26ae800
0x4184b8,0xd43cf4b56c20
0x417175,0xeec1e26b8fc0
0x41715c,0x68526b8f4700
0x418502,0xd43cf4b58980
0x417175,0xeec1e26c47c0
0x417100,0xeec1e26cd780
0x417175,0xeec1e26cdfc0
0x41717a,0x68526b8f4f80
0x41859a,0xd43cf4b5a4c0
0x417120,0x68526b8f5100
0x417100,0xeec1e26d4f80
0x41715c,0x68526b8f5240
0x417175,0xeec1e26d8fc0
0x41859a,0xd43cf4b5bd80
0x4184b8,0xd43cf4b5bf60
0x417175,0xeec1e26e47c0
0x417100,0xeec1e26ed780
0x417175,0xeec1e26edfc0
0x417100,0xeec1e26f4f80
0x4171f5,0x68526b8f6400
0x417175,0xeec1e26f8fc0
0x4171b6,0x68526b8f6740
0x417175,0xeec1e27047c0
0x4184b8,0xd43cf4b609a0
0x41859a,0xd43cf4b610c0
0x417120,0x68526b8f6c00
0x417100,0xeec1e270d780
0x417175,0xeec1e270dfc0
0x41859a,0xd43cf4b62740
0x417100,0xeec1e2714f80
0x417175,0xeec1e2718fc0
0x417100,0xeec1e272d780
0x4184b8,0xd43cf4b65aa0
0x417175,0xeec1e272dfc0
0x4184b8,0xd43cf4b663a0
0x417175,0xeec1e2738fc0
0x4184b8,0xd43cf4b67a20
0x4184b8,0xd43cf4b67c60
0x41859a,0xd43cf4b67cc0
0x417198,0x68526b8f8980
0x417100,0xeec1e274d780
0x417175,0xeec1e274dfc0
0x4171b6,0x68526b8f8fc0
0x4171f5,0x68526b8f9100
0x417175,0xeec1e2758fc0
0x418502,0xd43cf4b6cd80
0x4171b6,0x68526b8f9f80
0x41859a,0xd43cf4b6dfc0
0x417104,0x68526b8fa4c0
0x417175,0xeec1e2778fc0
0x418502,0xd43cf4b71340
0x41859a,0xd43cf4b71380
0x418502,0xd43cf4b71c40
0x417175,0xeec1e2798fc0
0x4171ed,0xeec1e278e800
0x41859a,0xd43cf4b72e80
0x417100,0xeec1e2799f80
0x41859a,0xd43cf4b73540
0x418502,0xd43cf4b74700
0x418502,0xd43cf4b75240
0x417104,0x68526b8fbd80
0x417120,0x68526b8fbf40
0x4184b8,0xd43cf4b76420
0x417175,0xeec1e27b8fc0
0x41715c,0x68526b8fc500
0x4184b8,0xd43cf4b79120
0x417175,0xeec1e27d8fc0
0x418502,0xd43cf4b7c500
0x4171b6,0x68526b8fdc40
0x417175,0xeec1e27f8fc0
0x4184b8,0xd43cf4b7ed60
0x41713e,0x68526b8fe500
0x4184b8,0xd43cf4b801a0
0x41859a,0xd43cf4b808c0
0x41859a,0xd43cf4b80d40
0x418502,0xd43cf4b81180
0x41713e,0x68526b8febc0
0x4171ed,0xeec1e280e800
0x410f2d,0x56ec7040d780
0x4171f5,0x68526b8fed40
0x41859a,0xd43cf4b823c0
0x417175,0xeec1e2818fc0
0x418502,0xd43cf4b83100
0x41859a,0xd43cf4b847c0
0x41859a,0xd43cf4b85300
0x4171ed,0xeec1e282e800
0x4184b8,0xd43cf4b85720
0x4171f5,0x68526b900180
0x4184b8,0xd43cf4b87220
0x41859a,0xd43cf4b87280
0x4171d4,0x68526b9008c0
0x417120,0x68526b900980
0x4171d4,0x68526b900d40
0x41859a,0xd43cf4b898c0
0x417175,0x494418158fc0
0x417104,0x68526b9010c0
0x41715c,0x68526b901180
0x417100,0x74a509ff9f80
0x418502,0xd43cf4b8b380
0x418502,0xd43cf4b8bc80
0x417175,0x74a50a0047c0
0x41717a,0x68526b901c40
0x418502,0xd43cf4b8d780
0x417175,0x74a50a018fc0
0x4171d4,0x68526b9023c0
0x417100,0x74a50a019f80
0x417175,0x74a50a0247c0
0x417104,0x68526b902740
0x4184b8,0xd43cf4b90fa0
0x417100,0x74a50a02d780
0x417175,0x74a50a02dfc0
0x417100,0x74a50a034f80
0x41715c,0x68526b903100
0x4171ed,0xc97154e2e800
0x417100,0xc97154e30f80
0x41859a,0xd43cf4b931c0
0x417100,0xc97154e34f80
0x41859a,0xd43cf4b93d00
0x417100,0xc97154e39f80
0x418502,0xd43cf4b95100
0x417175,0xc97154e447c0
0x4184b8,0xd43cf4b96760
0x4171ed,0xc97154e4e800
0x418502,0xd43cf4b96c00
0x417100,0xe3f1b9b50f80
0x417100,0xe3f1b9b54f80
0x417100,0xe3f1b9b59f80
0x4171d4,0x68526b9047c0
0x41859a,0xd43cf4b98980
0x4184b8,0xd43cf4b98fe0
0x417175,0xe3f1b9b647c0
0x4184b8,0xd43cf4b99fa0
0x417100,0xe3f1b9b6d780
0x417175,0xe3f1b9b6dfc0
0x41713e,0x68526b905100
0x4171d4,0x68526b905300
0x417100,0xe3f1b9b74f80
0x417100,0xe3f1b9b79f80
0x4171f5,0x68526b905700
0x418502,0xd43cf4b9bf40
0x417120,0x68526b905a80
0x417175,0xe3f1b9b847c0
0x4184b8,0xd43cf4b9dc60
0x417100,0xe3f1b9b8d780
0x417175,0xe3f1b9b8dfc0
0x417100,0xe3f1b9b94f80
0x417120,0x68526b906380
0x4171b6,0x68526b906580
0x417100,0xe3f1b9b99f80
0x418502,0xd43cf4ba0980
0x417175,0xe3f1b9ba47c0
0x417100,0xe3f1b9bad780
0x417175,0xe3f1b9badfc0
0x4171f5,0x68526b907200
0x4171d4,0x68526b907280
0x417100,0xe3f1b9bb4f80
0x417175,0xe3f1b9bb8fc0
0x417120,0x68526b907a00
0x417175,0xe3f1b9bc47c0
0x417120,0x68526b907c40
0x417104,0x68526b907cc0
0x418502,0xd43cf4ba5a80
0x417100,0xe3f1b9bcd780
0x417175,0xe3f1b9bcdfc0
0x418502,0xd43cf4ba6380
0x4184b8,0xd43cf4ba65a0
0x410f2d,0x56ec7040dfc0
0x417100,0xe3f1b9bd4f80
0x417175,0xe3f1b9bd8fc0
0x418502,0xd43cf4ba7a00
0x418502,0xd43cf4ba7c40
0x417175,0xe3f1b9be47c0
0x41713e,0x68526b908b80
0x4171ed,0xe3f1b9bee800
0x417100,0xe3f1b9bf4f80
0x417100,0xe3f1b9bed780
0x417175,0xe3f1b9bedfc0
0x417100,0xe3f1b9bf0f80
0x4184b8,0xd43cf4bac1e0
0x4171d4,0x68526b9098c0
0x4184b8,0xd43cf4bac660
0x417175,0xe3f1b9c047c0
0x41859a,0xd43cf4bacd80
0x417100,0xe3f1b9c0d780
0x417175,0xe3f1b9c0dfc0
0x4184b8,0xd43cf4bae820
0x417100,0xe3f1b9c14f80
0x417175,0xe3f1b9c18fc0
0x417175,0xe3f1b9c247c0
0x41859a,0xd43cf4bb1340
0x417100,0xe3f1b9c2d780
0x41859a,0xd43cf4bb1c40
0x4184b8,0xd43cf4bb1e20
0x417175,0xe3f1b9c2dfc0
0x417100,0xe3f1b9c34f80
0x41715c,0x68526b90b380
0x417175,0xe3f1b9c38fc0
0x41717a,0x68526b90b540
0x41859a,0xd43cf4bb4700
0x417175,0xe3f1b9c447c0
0x4184b8,0xd43cf4bb4fa0
0x41859a,0xd43cf4bb5240
0x41715c,0x68526b90bc80
0x417100,0xe3f1b9c4d780
0x417175,0xe3f1b9c4dfc0
0x418502,0xd43cf4bb6400
0x4171b6,0x68526b90c1c0
0x4171b6,0x68526b90c640
0x4171ed,0xa2da6378e800
0x418502,0xd43cf4bb9100
0x417198,0x68526b90cd80
0x417100,0x8430c3fd9f80
0x41715c,0x68526b90d780
0x41859a,0xd43cf4bbc500
0x417104,0x68526b90dfc0
0x4171ed,0x90329e4ee800
0x418502,0xd43cf4bbed40
0x417175,0x90329e4f8fc0
0x4171b6,0x68526b90e800
0x418502,0xd43cf4bc0180
0x41859a,0xd43cf4bc1180
0x4184b8,0xd43cf4bc1c60
0x4171ed,0x90329e50e800
0x41859a,0xd43cf4bc3100
0x417175,0x90329e518fc0
0x417100,0x90329e52d780
0x417175,0x90329e52dfc0
0x418502,0xd43cf4bc5700
0x417100,0x90329e539f80
0x417100,0x90329e530f80
0x418502,0xd43cf4bc7200
0x41713e,0x68526b910980
0x4171f5,0x68526b910f80
0x4171ed,0x90329e54e800
0x417198,0x68526b911340
0x417104,0x68526b911380
0x41859a,0xd43cf4bcb380
0x4184b8,0xd43cf4bcb560
0x41859a,0xd43cf4bcbc80
0x4171ed,0xfc63ec2ce800
0x417198,0x68526b911c40
0x4185ad,0xd43cf4bcd788
0x417100,0x32f0b4610f80
0x4171b6,0x68526b911e00
0x417100,0x8b0fe2ab9f80
0x417175,0x8b0fe2ac47c0
0x41717a,0x68526b9125c0
0x417100,0x8b0fe2acd780
0x417175,0x8b0fe2acdfc0
0x417104,0x68526b912e80
0x41717a,0x68526b912ec0
0x418502,0xd43cf4bd0f80
0x417100,0x8b0fe2ad4f80
0x417100,0x8b0fe2ad9f80
0x4184b8,0xd43cf4bd25e0
0x4171d4,0x68526b9131c0
0x4184b8,0xd43cf4bd2ee0
0x417175,0x8b0fe2ae47c0
0x417104,0x68526b913540
0x417100,0x8b0fe2aed780
0x417175,0x8b0fe2aedfc0
0x417100,0x8b0fe2af4f80
0x41859a,0xd43cf4bd5100
0x4171d4,0x68526b913d00
0x417100,0x8b0fe2af9f80
0x418502,0xd43cf4bd6740
0x41859a,0xd43cf4bd6c00
0x417175,0x8b0fe2b047c0
0x417198,0x68526b914700
0x417100,0x8b0fe2b0d780
0x417175,0x8b0fe2b0dfc0
0x418502,0xd43cf4bd8fc0
0x417100,0x8b0fe2b14f80
0x417175,0x8b0fe2b18fc0
0x418502,0xd43cf4bd9f80
0x4171b6,0x68526b914f80
0x41715c,0x68526b915100
0x417198,0x68526b915240
0x417175,0x8b0fe2b247c0
0x41859a,0xd43cf4bdbf40
0x417100,0x8b0fe2b2d780
0x417175,0x8b0fe2b2dfc0
0x417100,0x8b0fe2b34f80
0x417175,0x8b0fe2b38fc0
0x418502,0xd43cf4bddc40
0x417175,0xb2dd81d447c0
0x4184b8,0xd43cf4bde520
0x4171f5,0x68526b916740
0x4184b8,0xd43cf4bdebe0
0x417100,0x4cf19a659f80
0x417120,0x68526b916400
0x417175,0xcce03bf58fc0
0x41859a,0xd43cf4be0980
0x41715c,0x68526b916c00
0x4171ed,0xdb7c30d2e800
0x417175,0xdb7c30d38fc0
0x417175,0xdb7c30d447c0
0x4171ed,0xd7c0b084e800
0x4184b8,0xd43cf4be5120
0x41859a,0xd43cf4be5a80
